TransactionID,AccountID,CustomerAge,gender,TransactionAmount,TransactionDate,TransactionType,location,MerchantID,Channel,PreviousTransactionDate,offer_accepted,offer_type_last_given,transaction_category_last
TX000535,AC00152,53,Female,227.22,27-03-2023 18:52,Debit,Hyderabad,M074,ATM,04-11-2024 08:11,0,Loyalty Points,Travel
TX000536,AC00161,30,Male,1182.86,11-12-2023 16:06,Debit,Pune,M050,Online,04-11-2024 08:08,0,Loyalty Points,Shopping
TX000537,AC00125,76,Female,56.94,11-12-2023 16:52,Credit,Kolkata,M043,Online,04-11-2024 08:07,0,Discount,Food
TX000538,AC00311,68,Female,629.82,17-07-2023 16:22,Debit,Chennai,M056,ATM,04-11-2024 08:11,1,Discount,Healthcare
TX000539,AC00183,35,Female,59.44,13-06-2023 17:52,Debit,Kolkata,M002,Online,04-11-2024 08:06,0,Discount,Fuel
TX000540,AC00407,30,Male,186.69,29-12-2023 16:38,Debit,Kolkata,M015,Branch,04-11-2024 08:08,0,Loyalty Points,Healthcare
TX000541,AC00093,19,Male,230.46,25-04-2023 17:33,Debit,Bangalore,M003,Online,04-11-2024 08:08,0,Discount,Healthcare
TX000542,AC00314,44,Other,65.09,28-02-2023 17:58,Credit,Kolkata,M066,Online,04-11-2024 08:09,0,Discount,Food
TX000543,AC00467,55,Female,457.09,25-05-2023 16:52,Credit,Bangalore,M033,Online,04-11-2024 08:08,1,Loyalty Points,Shopping
TX000544,AC00316,44,Male,552.02,30-11-2023 16:51,Credit,Kolkata,M048,ATM,04-11-2024 08:09,0,Cashback,Travel
TX000545,AC00145,34,Male,377.12,14-08-2023 17:12,Debit,Chennai,M049,ATM,04-11-2024 08:11,1,Loyalty Points,Travel
TX000546,AC00045,18,Male,204.56,11-09-2023 17:51,Credit,Bangalore,M013,Branch,04-11-2024 08:10,1,Cashback,Entertainment
TX000547,AC00005,35,Female,420.28,17-05-2023 17:28,Debit,Mumbai,M002,Branch,04-11-2024 08:09,0,Loyalty Points,Travel
TX000548,AC00456,24,Female,97.09,10-04-2023 18:26,Debit,Bangalore,M052,ATM,04-11-2024 08:06,0,Discount,Travel
TX000549,AC00041,27,Female,124.59,05-05-2023 17:32,Debit,Bangalore,M025,Branch,04-11-2024 08:09,1,Freebie,Shopping
TX000550,AC00257,39,Male,73.88,02-01-2023 16:27,Debit,Chennai,M015,Online,04-11-2024 08:09,0,Freebie,Fuel
TX000551,AC00356,21,Female,77.43,19-01-2023 16:11,Debit,Chennai,M047,Online,04-11-2024 08:06,0,Cashback,Fuel
TX000552,AC00465,56,Female,106.16,14-04-2023 17:21,Debit,Bangalore,M098,ATM,04-11-2024 08:08,0,Cashback,Shopping
TX000553,AC00158,54,Male,245.93,06-06-2023 18:53,Debit,Delhi,M054,Branch,04-11-2024 08:11,0,Cashback,Travel
TX000554,AC00086,64,Female,622.41,11-12-2023 16:57,Debit,Chennai,M100,ATM,04-11-2024 08:07,1,Freebie,Food
TX000555,AC00322,34,Other,43.73,03-04-2023 16:43,Debit,Pune,M011,ATM,04-11-2024 08:10,0,Cashback,Healthcare
TX000556,AC00433,19,Male,1282.86,15-05-2023 16:52,Debit,Pune,M070,Branch,04-11-2024 08:07,0,Loyalty Points,Healthcare
TX000557,AC00083,33,Female,2.03,01-01-2024 16:07,Credit,Mumbai,M012,ATM,04-11-2024 08:08,1,Loyalty Points,Fuel
TX000558,AC00402,31,Male,770.65,05-07-2023 17:49,Debit,Kolkata,M016,Online,04-11-2024 08:09,1,Freebie,Shopping
TX000559,AC00317,63,Female,260.31,28-02-2023 16:46,Debit,Bangalore,M065,Branch,04-11-2024 08:12,0,Loyalty Points,Food
TX000560,AC00030,26,Female,356.1,25-10-2023 16:13,Credit,Delhi,M043,Branch,04-11-2024 08:11,1,Cashback,Travel
TX000561,AC00114,80,Female,27.07,06-03-2023 17:39,Credit,Mumbai,M004,Branch,04-11-2024 08:09,0,Freebie,Shopping
TX000562,AC00301,67,Female,119.89,19-12-2023 17:11,Debit,Bangalore,M004,ATM,04-11-2024 08:09,1,Cashback,Fuel
TX000563,AC00216,37,Male,106.39,13-02-2023 18:42,Debit,Chennai,M003,Online,04-11-2024 08:10,0,Loyalty Points,Food
TX000564,AC00223,37,Female,12.04,15-11-2023 16:08,Debit,Pune,M053,Online,04-11-2024 08:08,0,Cashback,Food
TX000565,AC00413,21,Female,365.7,27-01-2023 16:35,Debit,Hyderabad,M045,Branch,04-11-2024 08:10,1,Freebie,Fuel
TX000566,AC00086,28,Male,29.38,15-02-2023 16:30,Credit,Delhi,M064,Branch,04-11-2024 08:11,0,Cashback,Food
TX000567,AC00216,60,Female,319.85,26-07-2023 16:44,Debit,Hyderabad,M083,ATM,04-11-2024 08:07,1,Loyalty Points,Healthcare
TX000568,AC00240,75,Female,350.14,24-03-2023 18:50,Credit,Pune,M048,Online,04-11-2024 08:08,0,Discount,Fuel
TX000569,AC00298,52,Male,163.94,03-08-2023 18:49,Credit,Kolkata,M041,Branch,04-11-2024 08:09,1,Freebie,Healthcare
TX000570,AC00460,24,Female,170.53,06-02-2023 18:59,Debit,Kolkata,M089,Branch,04-11-2024 08:09,1,Cashback,Shopping
TX000571,AC00424,40,Female,262.22,13-07-2023 17:48,Credit,Hyderabad,M080,ATM,04-11-2024 08:12,0,Freebie,Entertainment
TX000572,AC00434,24,Male,41.49,24-04-2023 16:47,Debit,Chennai,M027,Online,04-11-2024 08:12,1,Cashback,Travel
TX000573,AC00471,52,Other,121.43,21-03-2023 16:20,Credit,Bangalore,M062,Branch,04-11-2024 08:07,0,Discount,Shopping
TX000574,AC00461,51,Male,350.46,08-12-2023 16:16,Debit,Chennai,M023,Branch,04-11-2024 08:06,1,Loyalty Points,Healthcare
TX000575,AC00188,26,Male,220.41,04-09-2023 16:42,Credit,Hyderabad,M059,Online,04-11-2024 08:10,0,Cashback,Travel
TX000576,AC00013,72,Male,33.46,20-02-2023 16:52,Debit,Chennai,M003,ATM,04-11-2024 08:09,1,Cashback,Travel
TX000577,AC00345,70,Female,104.79,07-08-2023 16:06,Debit,Pune,M039,ATM,04-11-2024 08:10,0,Discount,Healthcare
TX000578,AC00013,29,Female,246.27,27-12-2023 16:48,Debit,Delhi,M058,Online,04-11-2024 08:10,0,Freebie,Healthcare
TX000579,AC00296,19,Male,48.85,08-12-2023 16:45,Debit,Chennai,M049,ATM,04-11-2024 08:07,0,Loyalty Points,Fuel
TX000580,AC00192,69,Male,332,27-04-2023 16:27,Debit,Pune,M038,ATM,04-11-2024 08:07,0,Cashback,Entertainment
TX000581,AC00378,54,Female,118.1,31-10-2023 16:49,Debit,Delhi,M071,Online,04-11-2024 08:09,1,Cashback,Healthcare
TX000582,AC00205,67,Male,84.59,19-04-2023 16:54,Credit,Kolkata,M004,Branch,04-11-2024 08:07,0,Loyalty Points,Travel
TX000583,AC00475,21,Female,295.64,14-12-2023 17:31,Debit,Bangalore,M021,Online,04-11-2024 08:10,0,Discount,Travel
TX000584,AC00022,25,Female,514.33,02-06-2023 16:27,Debit,Hyderabad,M017,Branch,04-11-2024 08:12,0,Freebie,Shopping
TX000585,AC00150,43,Female,992.17,27-02-2023 18:23,Debit,Kolkata,M007,ATM,04-11-2024 08:12,0,Loyalty Points,Entertainment
TX000586,AC00362,39,Other,94.59,01-12-2023 17:04,Debit,Bangalore,M085,Online,04-11-2024 08:10,0,Freebie,Entertainment
TX000587,AC00170,59,Male,80.43,04-01-2023 16:09,Debit,Kolkata,M014,Branch,04-11-2024 08:08,1,Discount,Travel
TX000588,AC00429,68,Other,54.25,31-07-2023 16:51,Debit,Mumbai,M042,Online,04-11-2024 08:08,1,Discount,Entertainment
TX000589,AC00418,76,Female,178.88,19-06-2023 17:31,Credit,Kolkata,M026,Branch,04-11-2024 08:12,0,Loyalty Points,Shopping
TX000590,AC00144,22,Female,518.85,23-10-2023 18:37,Debit,Pune,M038,Online,04-11-2024 08:06,0,Cashback,Fuel
TX000591,AC00449,54,Male,10.65,24-04-2023 16:24,Debit,Delhi,M081,Online,04-11-2024 08:10,0,Discount,Travel
TX000592,AC00057,27,Female,198.62,15-05-2023 16:19,Credit,Kolkata,M079,Branch,04-11-2024 08:06,0,Discount,Food
TX000593,AC00426,27,Male,107.03,06-03-2023 18:27,Debit,Chennai,M038,Branch,04-11-2024 08:12,0,Loyalty Points,Travel
TX000594,AC00039,19,Male,139.57,17-11-2023 17:59,Debit,Bangalore,M030,ATM,04-11-2024 08:07,1,Loyalty Points,Travel
TX000595,AC00051,49,Male,312.47,02-05-2023 17:24,Debit,Kolkata,M033,ATM,04-11-2024 08:08,0,Loyalty Points,Fuel
TX000596,AC00471,41,Female,346.11,04-01-2023 17:00,Debit,Delhi,M007,Branch,04-11-2024 08:08,1,Discount,Healthcare
TX000597,AC00039,44,Female,138.06,25-07-2023 17:21,Debit,Pune,M099,Branch,04-11-2024 08:06,0,Freebie,Healthcare
TX000598,AC00274,49,Female,158.02,20-09-2023 17:09,Debit,Mumbai,M026,ATM,04-11-2024 08:09,0,Discount,Food
TX000599,AC00095,66,Female,830.01,21-07-2023 16:43,Credit,Bangalore,M071,Online,04-11-2024 08:11,0,Loyalty Points,Food
TX000600,AC00211,55,Male,435.5,15-05-2023 18:41,Debit,Hyderabad,M008,ATM,04-11-2024 08:09,0,Cashback,Food
TX000601,AC00184,57,Female,110.49,31-10-2023 17:06,Debit,Delhi,M068,Online,04-11-2024 08:12,0,Cashback,Healthcare
TX000602,AC00436,34,Male,329.4,25-12-2023 16:30,Debit,Hyderabad,M017,Online,04-11-2024 08:07,1,Loyalty Points,Fuel
TX000603,AC00107,47,Female,635.4,19-09-2023 16:55,Debit,Delhi,M018,ATM,04-11-2024 08:11,0,Cashback,Entertainment
TX000604,AC00203,22,Female,769.97,16-02-2023 18:56,Debit,Delhi,M058,Branch,04-11-2024 08:09,1,Discount,Food
TX000605,AC00398,26,Female,175.07,04-09-2023 17:46,Debit,Pune,M091,Branch,04-11-2024 08:08,0,Freebie,Entertainment
TX000606,AC00312,78,Female,7.31,26-06-2023 16:04,Debit,Pune,M028,Branch,04-11-2024 08:07,0,Discount,Shopping
TX000607,AC00225,27,Male,175.15,09-11-2023 17:02,Debit,Pune,M090,ATM,04-11-2024 08:09,0,Loyalty Points,Fuel
TX000608,AC00150,25,Male,32.54,04-07-2023 16:25,Debit,Kolkata,M022,Online,04-11-2024 08:07,0,Discount,Entertainment
TX000609,AC00413,60,Female,121.82,08-09-2023 18:24,Debit,Chennai,M032,Online,04-11-2024 08:11,0,Cashback,Healthcare
TX000610,AC00479,30,Male,56.12,13-09-2023 18:49,Debit,Delhi,M049,ATM,04-11-2024 08:09,0,Discount,Healthcare
TX000611,AC00078,56,Male,424.7,30-01-2023 17:37,Credit,Bangalore,M032,Online,04-11-2024 08:08,0,Freebie,Food
TX000612,AC00242,32,Female,35.16,25-10-2023 17:50,Debit,Hyderabad,M029,Branch,04-11-2024 08:10,0,Cashback,Food
TX000613,AC00149,65,Female,35.73,12-06-2023 16:48,Debit,Pune,M028,Branch,04-11-2024 08:11,0,Freebie,Entertainment
TX000614,AC00084,78,Male,3.44,19-01-2023 17:24,Debit,Kolkata,M004,ATM,04-11-2024 08:12,0,Freebie,Healthcare
TX000615,AC00466,21,Male,1342.25,28-04-2023 18:11,Credit,Pune,M032,Branch,04-11-2024 08:08,0,Freebie,Entertainment
TX000616,AC00359,50,Female,139.03,30-08-2023 18:00,Credit,Hyderabad,M076,Online,04-11-2024 08:11,1,Discount,Shopping
TX000617,AC00023,28,Female,254.92,18-09-2023 16:04,Credit,Hyderabad,M064,ATM,04-11-2024 08:07,0,Discount,Fuel
TX000618,AC00366,28,Male,115.11,05-05-2023 17:34,Debit,Delhi,M011,Online,04-11-2024 08:10,1,Discount,Healthcare
TX000619,AC00170,57,Male,171.11,15-05-2023 16:52,Debit,Pune,M084,ATM,04-11-2024 08:08,0,Discount,Travel
TX000620,AC00130,70,Male,168.54,02-02-2023 16:13,Debit,Hyderabad,M064,ATM,04-11-2024 08:08,1,Cashback,Healthcare
TX000621,AC00183,51,Male,420.76,23-02-2023 16:04,Debit,Chennai,M054,Branch,04-11-2024 08:08,0,Discount,Shopping
TX000622,AC00219,64,Male,408.46,01-03-2023 16:17,Debit,Chennai,M058,Branch,04-11-2024 08:08,1,Cashback,Healthcare
TX000623,AC00354,30,Female,1162.42,23-08-2023 16:35,Credit,Pune,M009,Online,04-11-2024 08:09,0,Freebie,Shopping
TX000624,AC00290,21,Female,342.17,14-12-2023 16:09,Credit,Kolkata,M033,Branch,04-11-2024 08:08,1,Cashback,Healthcare
TX000625,AC00425,53,Female,580.71,20-09-2023 16:37,Debit,Hyderabad,M046,ATM,04-11-2024 08:10,0,Loyalty Points,Shopping
TX000626,AC00370,79,Male,821.54,22-08-2023 18:11,Credit,Delhi,M044,Branch,04-11-2024 08:11,0,Discount,Food
TX000627,AC00454,20,Female,253.47,14-06-2023 17:07,Debit,Delhi,M077,Branch,04-11-2024 08:08,0,Loyalty Points,Entertainment
TX000628,AC00403,62,Male,22.81,29-05-2023 17:53,Debit,Kolkata,M083,Online,04-11-2024 08:07,0,Cashback,Healthcare
TX000629,AC00358,39,Other,266.57,03-07-2023 17:56,Credit,Delhi,M026,Online,04-11-2024 08:07,0,Discount,Fuel
TX000630,AC00296,75,Female,374.61,29-08-2023 18:30,Credit,Mumbai,M079,Online,04-11-2024 08:11,0,Loyalty Points,Food
TX000631,AC00393,78,Male,339.35,03-02-2023 16:08,Credit,Pune,M084,ATM,04-11-2024 08:08,0,Discount,Shopping
TX000632,AC00223,20,Female,810.36,17-01-2023 16:59,Debit,Delhi,M081,ATM,04-11-2024 08:07,1,Cashback,Fuel
TX000633,AC00487,24,Male,9.83,24-07-2023 17:04,Debit,Chennai,M004,ATM,04-11-2024 08:09,0,Loyalty Points,Food
TX000634,AC00215,51,Female,135.57,14-06-2023 17:17,Credit,Hyderabad,M073,Branch,04-11-2024 08:11,1,Cashback,Travel
TX000635,AC00275,43,Male,340.05,27-10-2023 17:26,Debit,Bangalore,M038,ATM,04-11-2024 08:07,0,Loyalty Points,Healthcare
TX000636,AC00482,27,Male,283.45,17-10-2023 17:24,Debit,Kolkata,M039,Branch,04-11-2024 08:08,0,Freebie,Healthcare
TX000637,AC00357,68,Female,100.99,29-05-2023 16:20,Debit,Bangalore,M078,ATM,04-11-2024 08:09,1,Freebie,Shopping
TX000638,AC00026,18,Male,90.88,20-02-2023 16:48,Debit,Delhi,M071,Branch,04-11-2024 08:07,1,Freebie,Food
TX000639,AC00416,26,Female,655.15,02-01-2023 16:22,Debit,Bangalore,M083,ATM,04-11-2024 08:07,1,Freebie,Food
TX000640,AC00058,50,Male,320.55,01-05-2023 17:11,Debit,Bangalore,M041,Online,04-11-2024 08:08,0,Freebie,Shopping
TX000641,AC00170,28,Female,41.51,04-10-2023 16:47,Debit,Mumbai,M084,Online,04-11-2024 08:11,0,Cashback,Travel
TX000642,AC00262,68,Female,71.53,30-10-2023 16:49,Credit,Chennai,M030,Branch,04-11-2024 08:12,0,Freebie,Healthcare
TX000643,AC00032,54,Female,467.13,28-09-2023 17:18,Credit,Kolkata,M096,Branch,04-11-2024 08:06,0,Cashback,Entertainment
TX000644,AC00131,28,Male,235.4,26-09-2023 17:02,Debit,Chennai,M038,Branch,04-11-2024 08:10,0,Freebie,Travel
TX000645,AC00176,18,Male,159.32,16-01-2023 18:57,Debit,Mumbai,M033,Branch,04-11-2024 08:10,1,Discount,Shopping
TX000646,AC00139,30,Male,50.83,18-12-2023 16:06,Credit,Mumbai,M076,Online,04-11-2024 08:10,1,Freebie,Entertainment
TX000647,AC00056,59,Male,56.89,03-02-2023 18:03,Credit,Bangalore,M062,Branch,04-11-2024 08:09,0,Discount,Food
TX000648,AC00276,43,Female,20.22,10-03-2023 18:26,Debit,Pune,M003,ATM,04-11-2024 08:06,0,Cashback,Travel
TX000649,AC00447,36,Female,50.4,27-03-2023 17:02,Debit,Hyderabad,M079,Branch,04-11-2024 08:07,1,Freebie,Travel
TX000650,AC00143,53,Female,73.88,08-05-2023 17:42,Debit,Hyderabad,M009,Branch,04-11-2024 08:08,0,Loyalty Points,Healthcare
TX000651,AC00139,33,Female,119.61,14-03-2023 16:21,Debit,Bangalore,M017,ATM,04-11-2024 08:07,0,Cashback,Healthcare
TX000652,AC00208,18,Female,1241.05,21-11-2023 16:26,Debit,Hyderabad,M089,Branch,04-11-2024 08:11,0,Freebie,Entertainment
TX000653,AC00426,43,Female,116.58,31-08-2023 16:38,Debit,Mumbai,M038,Branch,04-11-2024 08:06,0,Cashback,Food
TX000654,AC00423,30,Male,1919.11,27-06-2023 17:48,Debit,Chennai,M033,ATM,04-11-2024 08:10,1,Loyalty Points,Travel
TX000655,AC00381,64,Female,391.96,19-06-2023 16:21,Debit,Hyderabad,M032,ATM,04-11-2024 08:06,0,Freebie,Entertainment
TX000656,AC00458,46,Female,156.26,02-01-2023 17:49,Credit,Kolkata,M059,Branch,04-11-2024 08:09,0,Loyalty Points,Travel
TX000657,AC00014,49,Female,427,31-07-2023 17:04,Credit,Bangalore,M065,Branch,04-11-2024 08:07,0,Freebie,Healthcare
TX000658,AC00071,18,Male,443.68,25-04-2023 18:58,Debit,Pune,M012,ATM,04-11-2024 08:10,1,Discount,Food
TX000659,AC00054,31,Male,101.76,20-02-2023 17:27,Debit,Bangalore,M071,Branch,04-11-2024 08:11,1,Cashback,Food
TX000660,AC00182,37,Male,67.57,17-08-2023 16:44,Debit,Delhi,M093,Branch,04-11-2024 08:11,0,Loyalty Points,Fuel
TX000661,AC00257,56,Female,326.29,06-12-2023 17:10,Debit,Bangalore,M025,Online,04-11-2024 08:10,0,Cashback,Entertainment
TX000662,AC00006,33,Female,158.56,28-02-2023 17:28,Debit,Mumbai,M087,ATM,04-11-2024 08:10,0,Loyalty Points,Healthcare
TX000663,AC00424,27,Male,56.02,19-06-2023 17:50,Debit,Chennai,M003,Online,04-11-2024 08:07,0,Cashback,Healthcare
TX000664,AC00131,27,Other,288.28,17-01-2023 17:11,Debit,Chennai,M087,Online,04-11-2024 08:06,0,Cashback,Healthcare
TX000665,AC00133,24,Male,245.67,02-01-2023 18:35,Credit,Kolkata,M088,Branch,04-11-2024 08:07,0,Cashback,Shopping
TX000666,AC00393,39,Male,152.18,07-08-2023 16:57,Credit,Hyderabad,M093,Online,04-11-2024 08:10,0,Discount,Travel
TX000667,AC00361,41,Male,114.35,27-11-2023 16:16,Credit,Mumbai,M025,Branch,04-11-2024 08:10,0,Freebie,Food
TX000668,AC00092,61,Female,373.27,18-07-2023 18:03,Credit,Delhi,M053,Online,04-11-2024 08:06,0,Discount,Travel
TX000669,AC00049,60,Female,504.63,13-11-2023 17:07,Debit,Mumbai,M068,Online,04-11-2024 08:07,1,Cashback,Travel
TX000670,AC00023,46,Male,126.22,04-05-2023 16:25,Debit,Bangalore,M081,ATM,04-11-2024 08:07,0,Loyalty Points,Shopping
TX000671,AC00323,47,Female,820.15,18-12-2023 16:33,Debit,Mumbai,M093,Branch,04-11-2024 08:10,0,Cashback,Food
TX000672,AC00372,68,Male,986.81,31-03-2023 16:52,Credit,Mumbai,M039,Online,04-11-2024 08:09,1,Freebie,Fuel
TX000673,AC00497,63,Female,8.37,12-01-2023 16:21,Debit,Kolkata,M011,ATM,04-11-2024 08:11,0,Discount,Healthcare
TX000674,AC00130,53,Female,197.49,03-07-2023 16:36,Credit,Delhi,M007,Online,04-11-2024 08:06,1,Freebie,Entertainment
TX000675,AC00034,58,Female,637.97,23-10-2023 17:17,Debit,Bangalore,M066,Branch,04-11-2024 08:07,0,Loyalty Points,Travel
TX000676,AC00286,26,Male,13.52,15-05-2023 16:51,Debit,Pune,M001,ATM,04-11-2024 08:06,0,Freebie,Shopping
TX000677,AC00232,49,Other,432.1,20-03-2023 16:28,Debit,Kolkata,M048,ATM,04-11-2024 08:10,1,Discount,Shopping
TX000678,AC00182,51,Female,375.17,08-06-2023 17:20,Debit,Pune,M053,ATM,04-11-2024 08:11,0,Loyalty Points,Entertainment
TX000679,AC00136,50,Male,642.68,17-02-2023 16:57,Debit,Kolkata,M034,Branch,04-11-2024 08:08,1,Freebie,Entertainment
TX000680,AC00101,52,Female,78.44,21-11-2023 17:25,Credit,Chennai,M033,Online,04-11-2024 08:10,0,Discount,Food
TX000681,AC00328,49,Male,139.72,16-01-2023 17:53,Debit,Kolkata,M033,Branch,04-11-2024 08:08,0,Discount,Travel
TX000682,AC00356,31,Female,499.99,02-08-2023 16:01,Debit,Hyderabad,M046,Branch,04-11-2024 08:09,0,Cashback,Travel
TX000683,AC00312,24,Male,10.07,17-01-2023 16:47,Debit,Mumbai,M029,Online,04-11-2024 08:08,0,Freebie,Entertainment
TX000684,AC00242,23,Female,120.62,27-02-2023 16:37,Debit,Chennai,M087,ATM,04-11-2024 08:06,0,Loyalty Points,Healthcare
TX000685,AC00123,59,Female,578.49,16-10-2023 17:46,Debit,Delhi,M032,Branch,04-11-2024 08:06,0,Cashback,Fuel
TX000686,AC00071,34,Male,119.3,28-08-2023 16:08,Debit,Pune,M058,Branch,04-11-2024 08:08,0,Freebie,Travel
TX000687,AC00370,41,Male,280.92,01-01-2024 18:21,Debit,Kolkata,M048,Online,04-11-2024 08:06,0,Freebie,Shopping
TX000688,AC00330,21,Male,42.42,01-06-2023 17:19,Debit,Mumbai,M042,Online,04-11-2024 08:09,1,Loyalty Points,Healthcare
TX000689,AC00218,67,Male,77.03,19-06-2023 16:57,Debit,Delhi,M030,ATM,04-11-2024 08:08,0,Cashback,Entertainment
TX000690,AC00437,62,Male,22.59,27-03-2023 16:12,Debit,Hyderabad,M060,ATM,04-11-2024 08:08,1,Cashback,Travel
TX000691,AC00287,51,Female,568.76,09-10-2023 16:48,Debit,Delhi,M097,ATM,04-11-2024 08:12,0,Loyalty Points,Food
TX000692,AC00418,58,Male,25.94,16-10-2023 18:53,Credit,Mumbai,M003,Online,04-11-2024 08:06,0,Cashback,Entertainment
TX000693,AC00465,51,Male,105.94,07-08-2023 16:02,Debit,Hyderabad,M074,Branch,04-11-2024 08:09,1,Discount,Shopping
TX000694,AC00011,52,Female,733.29,15-03-2023 18:42,Debit,Delhi,M032,ATM,04-11-2024 08:07,0,Loyalty Points,Food
TX000695,AC00432,21,Male,350.15,27-11-2023 16:18,Credit,Hyderabad,M052,ATM,04-11-2024 08:08,0,Freebie,Entertainment
TX000696,AC00240,65,Female,1151.18,25-08-2023 17:26,Debit,Kolkata,M055,ATM,04-11-2024 08:07,0,Loyalty Points,Entertainment
TX000697,AC00497,19,Female,183.67,26-06-2023 16:11,Debit,Kolkata,M085,Online,04-11-2024 08:11,0,Discount,Travel
TX000698,AC00026,29,Female,278.27,10-04-2023 16:47,Debit,Mumbai,M027,Branch,04-11-2024 08:09,0,Loyalty Points,Food
TX000699,AC00277,40,Female,470.3,12-09-2023 18:46,Debit,Mumbai,M091,ATM,04-11-2024 08:08,1,Freebie,Entertainment
TX000700,AC00116,53,Female,261.69,27-11-2023 17:29,Debit,Hyderabad,M042,ATM,04-11-2024 08:09,0,Freebie,Healthcare
TX000701,AC00367,22,Male,365.04,06-03-2023 16:29,Debit,Bangalore,M003,Branch,04-11-2024 08:12,1,Loyalty Points,Shopping
TX000702,AC00030,57,Male,211.1,14-09-2023 16:58,Debit,Chennai,M070,Branch,04-11-2024 08:07,0,Loyalty Points,Food
TX000703,AC00111,58,Male,21.49,04-05-2023 16:51,Debit,Delhi,M050,ATM,04-11-2024 08:08,0,Discount,Healthcare
TX000704,AC00220,18,Female,63.58,11-09-2023 17:43,Debit,Delhi,M093,ATM,04-11-2024 08:11,0,Discount,Travel
TX000705,AC00295,63,Male,321.86,24-07-2023 16:25,Debit,Bangalore,M005,ATM,04-11-2024 08:06,1,Freebie,Fuel
TX000706,AC00137,75,Female,12.11,12-12-2023 16:17,Debit,Bangalore,M038,Branch,04-11-2024 08:07,1,Cashback,Entertainment
TX000707,AC00004,44,Other,642.54,10-05-2023 18:49,Debit,Bangalore,M025,Branch,04-11-2024 08:10,0,Cashback,Fuel
TX000708,AC00442,27,Female,210.45,11-12-2023 16:47,Debit,Pune,M011,ATM,04-11-2024 08:06,0,Cashback,Entertainment
TX000709,AC00201,55,Female,313.65,30-01-2023 16:08,Credit,Pune,M017,Branch,04-11-2024 08:10,0,Cashback,Healthcare
TX000710,AC00462,26,Male,99.76,07-08-2023 16:21,Debit,Hyderabad,M039,Branch,04-11-2024 08:06,0,Freebie,Travel
TX000711,AC00390,53,Female,115.32,25-07-2023 17:24,Debit,Pune,M075,Branch,04-11-2024 08:08,0,Cashback,Travel
TX000712,AC00297,23,Female,33.61,21-08-2023 17:25,Debit,Kolkata,M014,Online,04-11-2024 08:08,1,Cashback,Travel
TX000713,AC00173,33,Male,498.59,30-01-2023 16:20,Credit,Kolkata,M032,Online,04-11-2024 08:06,0,Loyalty Points,Travel
TX000714,AC00382,27,Male,98.81,04-09-2023 16:48,Debit,Mumbai,M047,Branch,04-11-2024 08:08,1,Cashback,Food
TX000715,AC00175,65,Female,1.87,20-10-2023 18:34,Debit,Hyderabad,M014,ATM,04-11-2024 08:09,0,Loyalty Points,Food
TX000716,AC00035,59,Female,78.92,15-06-2023 18:57,Credit,Delhi,M075,Online,04-11-2024 08:08,0,Freebie,Entertainment
TX000717,AC00219,39,Female,194.29,23-01-2023 16:05,Credit,Chennai,M059,Branch,04-11-2024 08:08,0,Loyalty Points,Food
TX000718,AC00416,53,Female,28.73,31-10-2023 16:11,Debit,Mumbai,M016,ATM,04-11-2024 08:08,1,Discount,Entertainment
TX000719,AC00467,24,Female,105.53,16-06-2023 16:36,Debit,Delhi,M026,Online,04-11-2024 08:10,1,Loyalty Points,Food
TX000720,AC00465,30,Female,737.34,20-03-2023 17:45,Debit,Delhi,M006,Online,04-11-2024 08:08,0,Cashback,Food
TX000721,AC00102,18,Male,237.86,06-02-2023 17:48,Debit,Hyderabad,M044,ATM,04-11-2024 08:10,0,Loyalty Points,Food
TX000722,AC00119,65,Male,409.61,26-07-2023 16:05,Debit,Bangalore,M024,Branch,04-11-2024 08:10,0,Loyalty Points,Shopping
TX000723,AC00418,21,Male,75.53,21-08-2023 17:36,Credit,Bangalore,M009,Online,04-11-2024 08:07,0,Freebie,Travel
TX000724,AC00237,64,Female,72.75,01-05-2023 16:30,Debit,Mumbai,M067,ATM,04-11-2024 08:07,0,Freebie,Shopping
TX000725,AC00279,26,Female,39.11,01-09-2023 18:05,Debit,Bangalore,M052,Online,04-11-2024 08:08,1,Cashback,Food
TX000726,AC00067,23,Female,1309.79,06-03-2023 16:33,Debit,Delhi,M004,ATM,04-11-2024 08:11,0,Discount,Food
TX000727,AC00043,68,Male,729.38,14-11-2023 17:23,Debit,Bangalore,M093,ATM,04-11-2024 08:08,1,Discount,Shopping
TX000728,AC00012,34,Female,137.49,26-07-2023 16:54,Debit,Pune,M040,ATM,04-11-2024 08:07,0,Loyalty Points,Healthcare
TX000729,AC00244,29,Female,504.71,10-04-2023 18:27,Debit,Bangalore,M060,Online,04-11-2024 08:08,0,Discount,Entertainment
TX000730,AC00395,24,Female,371.47,30-05-2023 16:15,Credit,Delhi,M097,Branch,04-11-2024 08:07,1,Freebie,Travel
TX000731,AC00253,36,Female,430.35,20-02-2023 17:23,Debit,Hyderabad,M007,Online,04-11-2024 08:10,0,Cashback,Entertainment
TX000732,AC00394,35,Male,230.32,15-05-2023 18:15,Debit,Mumbai,M015,Branch,04-11-2024 08:08,1,Cashback,Healthcare
TX000733,AC00457,52,Female,121.71,05-09-2023 17:02,Debit,Chennai,M015,ATM,04-11-2024 08:11,0,Freebie,Travel
